subject,model,accuracy,macro_f1,kappa,balanced_accuracy,n_test,feature_set,n_features
sub-cp011,ML_Model (SVM RBF),0.5833333333333334,0.5761904761904761,0.4444444444444444,0.5833333333333334,12,raw + zscore,60
sub-cp012,ML_Model (SVM RBF),1.0,1.0,1.0,1.0,12,raw + zscore,60
sub-cp013,ML_Model (SVM RBF),0.25,0.25476190476190474,0.0,0.25,12,raw + zscore,60
sub-cp014,ML_Model (SVM RBF),0.8333333333333334,0.8285714285714286,0.7777777777777778,0.8333333333333333,12,raw + zscore,60
sub-cp015,ML_Model (SVM RBF),0.5833333333333334,0.5654761904761905,0.4444444444444444,0.5833333333333333,12,raw + zscore,60
sub-cp016,ML_Model (SVM RBF),0.8333333333333334,0.8035714285714286,0.7777777777777778,0.8333333333333334,12,raw + zscore,60
sub-cp017,ML_Model (SVM RBF),0.8333333333333334,0.8375,0.7777777777777778,0.8333333333333333,12,raw + zscore,60
sub-cp018,ML_Model (SVM RBF),0.6666666666666666,0.6476190476190476,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp019,ML_Model (SVM RBF),0.5833333333333334,0.5833333333333333,0.4444444444444444,0.5833333333333333,12,raw + zscore,60
sub-cp020,ML_Model (SVM RBF),0.6666666666666666,0.6458333333333333,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp022,ML_Model (SVM RBF),0.8333333333333334,0.8285714285714286,0.7777777777777778,0.8333333333333333,12,raw + zscore,60
sub-cp023,ML_Model (SVM RBF),0.5833333333333334,0.5928571428571429,0.4444444444444444,0.5833333333333333,12,raw + zscore,60
sub-cp024,ML_Model (SVM RBF),0.4166666666666667,0.4095238095238095,0.2222222222222222,0.41666666666666663,12,raw + zscore,60
sub-cp025,ML_Model (SVM RBF),0.9166666666666666,0.9142857142857143,0.8888888888888888,0.9166666666666666,12,raw + zscore,60
sub-cp026,ML_Model (SVM RBF),0.42857142857142855,0.3333333333333333,0.2222222222222221,0.375,7,raw + zscore,60
sub-cp027,ML_Model (SVM RBF),0.5454545454545454,0.45238095238095233,0.375,0.5,11,raw + zscore,60
sub-cp028,ML_Model (SVM RBF),0.36363636363636365,0.37499999999999994,0.1630434782608695,0.37499999999999994,11,raw + zscore,60
sub-cp029,ML_Model (SVM RBF),0.6666666666666666,0.6583333333333332,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp030,ML_Model (SVM RBF),0.2727272727272727,0.11538461538461539,0.011235955056179692,0.25,11,raw + zscore,60
sub-cp031,ML_Model (SVM RBF),0.75,0.7202380952380952,0.6697247706422018,0.7708333333333334,12,raw + zscore,60
sub-cp032,ML_Model (SVM RBF),0.5,0.4125,0.33333333333333337,0.5,12,raw + zscore,60
sub-cp033,ML_Model (SVM RBF),0.5833333333333334,0.5916666666666667,0.4444444444444444,0.5833333333333333,12,raw + zscore,60
sub-cp035,ML_Model (SVM RBF),0.6666666666666666,0.6607142857142857,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp036,ML_Model (SVM RBF),0.16666666666666666,0.07692307692307693,-0.11111111111111116,0.16666666666666666,12,raw + zscore,60
sub-cp037,ML_Model (SVM RBF),0.5833333333333334,0.5861111111111111,0.4444444444444444,0.5833333333333333,12,raw + zscore,60
sub-cp038,ML_Model (SVM RBF),0.5833333333333334,0.5666666666666667,0.4444444444444444,0.5833333333333333,12,raw + zscore,60
sub-cp039,ML_Model (SVM RBF),0.16666666666666666,0.09090909090909091,-0.11111111111111116,0.16666666666666666,12,raw + zscore,60
sub-cp042,ML_Model (SVM RBF),0.5833333333333334,0.5125,0.4444444444444444,0.5833333333333333,12,raw + zscore,60
sub-cp043,ML_Model (SVM RBF),0.4166666666666667,0.3857142857142857,0.2222222222222222,0.41666666666666663,12,raw + zscore,60
sub-cp003,ML_Model (GBDT),0.6666666666666666,0.6458333333333333,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp004,ML_Model (GBDT),0.8333333333333334,0.8035714285714286,0.7777777777777778,0.8333333333333334,12,raw + zscore,60
sub-cp005,ML_Model (GBDT),0.6666666666666666,0.6666666666666666,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp006,ML_Model (GBDT),0.75,0.7541666666666667,0.6666666666666667,0.7499999999999999,12,raw + zscore,60
sub-cp008,ML_Model (GBDT),0.5,0.4392857142857143,0.33333333333333337,0.5,12,raw + zscore,60
sub-cp009,ML_Model (GBDT),0.5,0.5166666666666666,0.33333333333333337,0.5,8,raw + zscore,60
sub-cp011,ML_Model (GBDT),0.5833333333333334,0.5916666666666667,0.4444444444444444,0.5833333333333334,12,raw + zscore,60
sub-cp012,ML_Model (GBDT),1.0,1.0,1.0,1.0,12,raw + zscore,60
sub-cp013,ML_Model (GBDT),0.16666666666666666,0.15476190476190477,-0.11111111111111116,0.16666666666666666,12,raw + zscore,60
sub-cp014,ML_Model (GBDT),0.75,0.7428571428571429,0.6666666666666667,0.75,12,raw + zscore,60
sub-cp015,ML_Model (GBDT),0.6666666666666666,0.6458333333333333,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp016,ML_Model (GBDT),0.5833333333333334,0.5654761904761905,0.4444444444444444,0.5833333333333334,12,raw + zscore,60
sub-cp017,ML_Model (GBDT),0.8333333333333334,0.8309523809523809,0.7777777777777778,0.8333333333333333,12,raw + zscore,60
sub-cp018,ML_Model (GBDT),0.75,0.7476190476190476,0.6666666666666667,0.7499999999999999,12,raw + zscore,60
sub-cp019,ML_Model (GBDT),0.6666666666666666,0.6761904761904762,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp020,ML_Model (GBDT),0.6666666666666666,0.6541666666666667,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp022,ML_Model (GBDT),0.6666666666666666,0.6541666666666667,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp023,ML_Model (GBDT),0.5,0.5027777777777778,0.33333333333333337,0.49999999999999994,12,raw + zscore,60
sub-cp024,ML_Model (GBDT),0.5,0.44047619047619047,0.33333333333333337,0.5,12,raw + zscore,60
sub-cp025,ML_Model (GBDT),0.75,0.7202380952380952,0.6666666666666667,0.75,12,raw + zscore,60
sub-cp026,ML_Model (GBDT),0.5714285714285714,0.5416666666666666,0.43243243243243235,0.5,7,raw + zscore,60
sub-cp027,ML_Model (GBDT),0.7272727272727273,0.7333333333333333,0.6373626373626373,0.7499999999999999,11,raw + zscore,60
sub-cp028,ML_Model (GBDT),0.45454545454545453,0.44285714285714284,0.27472527472527475,0.4583333333333333,11,raw + zscore,60
sub-cp029,ML_Model (GBDT),0.6666666666666666,0.6583333333333332,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp030,ML_Model (GBDT),0.8181818181818182,0.7916666666666666,0.7555555555555555,0.7916666666666666,11,raw + zscore,60
sub-cp031,ML_Model (GBDT),0.5,0.4916666666666667,0.3271028037383177,0.5,12,raw + zscore,60
sub-cp032,ML_Model (GBDT),0.5,0.5095238095238095,0.33333333333333337,0.49999999999999994,12,raw + zscore,60
sub-cp033,ML_Model (GBDT),0.5833333333333334,0.580952380952381,0.4444444444444444,0.5833333333333333,12,raw + zscore,60
sub-cp035,ML_Model (GBDT),0.6666666666666666,0.6595238095238095,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp036,ML_Model (GBDT),0.5833333333333334,0.5571428571428572,0.4444444444444444,0.5833333333333333,12,raw + zscore,60
sub-cp037,ML_Model (GBDT),0.75,0.7267857142857144,0.6666666666666667,0.7499999999999999,12,raw + zscore,60
sub-cp038,ML_Model (GBDT),0.6666666666666666,0.6583333333333333,0.5555555555555556,0.6666666666666666,12,raw + zscore,60
sub-cp039,ML_Model (GBDT),0.3333333333333333,0.2777777777777778,0.11111111111111116,0.3333333333333333,12,raw + zscore,60
sub-cp042,ML_Model (GBDT),0.5833333333333334,0.5375,0.4444444444444444,0.5833333333333333,12,raw + zscore,60
sub-cp043,ML_Model (GBDT),0.5833333333333334,0.5571428571428572,0.4444444444444444,0.5833333333333333,12,raw + zscore,60
sub-cp003,Math_Model (Logistic Regression),0.5833333333333334,0.5113636363636364,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp004,Math_Model (Logistic Regression),0.9166666666666666,0.9142857142857143,0.8888888888888888,0.9166666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp005,Math_Model (Logistic Regression),0.4166666666666667,0.4095238095238095,0.2222222222222222,0.41666666666666663,12,full_enhanced (raw + zscore + interactions),66
sub-cp006,Math_Model (Logistic Regression),0.75,0.7267857142857143,0.6666666666666667,0.75,12,full_enhanced (raw + zscore + interactions),66
sub-cp008,Math_Model (Logistic Regression),0.5833333333333334,0.47916666666666663,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp009,Math_Model (Logistic Regression),0.25,0.23809523809523808,0.0,0.25,8,full_enhanced (raw + zscore + interactions),66
sub-cp011,Math_Model (Logistic Regression),0.5833333333333334,0.5773809523809523,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp012,Math_Model (Logistic Regression),0.8333333333333334,0.8285714285714286,0.7777777777777778,0.8333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp013,Math_Model (Logistic Regression),0.25,0.2,0.0,0.25,12,full_enhanced (raw + zscore + interactions),66
sub-cp014,Math_Model (Logistic Regression),0.5833333333333334,0.5553571428571429,0.4444444444444444,0.5833333333333334,12,full_enhanced (raw + zscore + interactions),66
sub-cp015,Math_Model (Logistic Regression),0.5,0.5194444444444444,0.33333333333333337,0.5,12,full_enhanced (raw + zscore + interactions),66
sub-cp016,Math_Model (Logistic Regression),0.5833333333333334,0.5833333333333333,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp017,Math_Model (Logistic Regression),0.8333333333333334,0.8333333333333333,0.7777777777777778,0.8333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp018,Math_Model (Logistic Regression),0.6666666666666666,0.625,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp019,Math_Model (Logistic Regression),0.4166666666666667,0.4111111111111111,0.2222222222222222,0.41666666666666663,12,full_enhanced (raw + zscore + interactions),66
sub-cp020,Math_Model (Logistic Regression),0.5833333333333334,0.5761904761904761,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp022,Math_Model (Logistic Regression),0.75,0.7267857142857143,0.6666666666666667,0.75,12,full_enhanced (raw + zscore + interactions),66
sub-cp023,Math_Model (Logistic Regression),0.5,0.5047619047619047,0.33333333333333337,0.49999999999999994,12,full_enhanced (raw + zscore + interactions),66
sub-cp024,Math_Model (Logistic Regression),0.3333333333333333,0.25396825396825395,0.11111111111111116,0.3333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp025,Math_Model (Logistic Regression),1.0,1.0,1.0,1.0,12,full_enhanced (raw + zscore + interactions),66
sub-cp026,Math_Model (Logistic Regression),0.42857142857142855,0.3333333333333333,0.2222222222222221,0.375,7,full_enhanced (raw + zscore + interactions),66
sub-cp027,Math_Model (Logistic Regression),0.7272727272727273,0.705952380952381,0.6333333333333333,0.7083333333333333,11,full_enhanced (raw + zscore + interactions),66
sub-cp028,Math_Model (Logistic Regression),0.7272727272727273,0.7178571428571429,0.6451612903225805,0.75,11,full_enhanced (raw + zscore + interactions),66
sub-cp029,Math_Model (Logistic Regression),0.5833333333333334,0.5916666666666666,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp030,Math_Model (Logistic Regression),0.2727272727272727,0.1736111111111111,-2.220446049250313e-16,0.25,11,full_enhanced (raw + zscore + interactions),66
sub-cp031,Math_Model (Logistic Regression),0.6666666666666666,0.6541666666666667,0.5596330275229358,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp032,Math_Model (Logistic Regression),0.5833333333333334,0.5541666666666666,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp033,Math_Model (Logistic Regression),0.6666666666666666,0.6761904761904762,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp035,Math_Model (Logistic Regression),0.5833333333333334,0.5833333333333333,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp036,Math_Model (Logistic Regression),0.25,0.18333333333333335,0.0,0.25,12,full_enhanced (raw + zscore + interactions),66
sub-cp037,Math_Model (Logistic Regression),0.4166666666666667,0.4464285714285714,0.2222222222222222,0.41666666666666663,12,full_enhanced (raw + zscore + interactions),66
sub-cp038,Math_Model (Logistic Regression),0.5833333333333334,0.5595238095238095,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp039,Math_Model (Logistic Regression),0.25,0.21428571428571427,0.0,0.25,12,full_enhanced (raw + zscore + interactions),66
sub-cp042,Math_Model (Logistic Regression),0.75,0.7374999999999999,0.6666666666666667,0.75,12,full_enhanced (raw + zscore + interactions),66
sub-cp043,Math_Model (Logistic Regression),0.5833333333333334,0.5642857142857143,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp003,ML_Model (Random Forest),0.6666666666666666,0.5803571428571428,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp004,ML_Model (Random Forest),0.6666666666666666,0.6369047619047619,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp005,ML_Model (Random Forest),0.75,0.7476190476190475,0.6666666666666667,0.7499999999999999,12,full_enhanced (raw + zscore + interactions),66
sub-cp006,ML_Model (Random Forest),0.8333333333333334,0.8035714285714286,0.7777777777777778,0.8333333333333334,12,full_enhanced (raw + zscore + interactions),66
sub-cp008,ML_Model (Random Forest),0.5,0.475,0.33333333333333337,0.5,12,full_enhanced (raw + zscore + interactions),66
sub-cp009,ML_Model (Random Forest),0.0,0.0,-0.33333333333333326,0.0,8,full_enhanced (raw + zscore + interactions),66
sub-cp011,ML_Model (Random Forest),0.6666666666666666,0.6476190476190475,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp012,ML_Model (Random Forest),1.0,1.0,1.0,1.0,12,full_enhanced (raw + zscore + interactions),66
sub-cp013,ML_Model (Random Forest),0.16666666666666666,0.18333333333333335,-0.11111111111111116,0.16666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp014,ML_Model (Random Forest),0.9166666666666666,0.9142857142857143,0.8888888888888888,0.9166666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp015,ML_Model (Random Forest),0.8333333333333334,0.8375,0.7777777777777778,0.8333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp016,ML_Model (Random Forest),0.5,0.4809523809523809,0.33333333333333337,0.49999999999999994,12,full_enhanced (raw + zscore + interactions),66
sub-cp017,ML_Model (Random Forest),0.8333333333333334,0.8309523809523809,0.7777777777777778,0.8333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp018,ML_Model (Random Forest),0.6666666666666666,0.6571428571428571,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp019,ML_Model (Random Forest),0.75,0.7571428571428572,0.6666666666666667,0.75,12,full_enhanced (raw + zscore + interactions),66
sub-cp020,ML_Model (Random Forest),0.5833333333333334,0.5583333333333332,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp022,ML_Model (Random Forest),0.75,0.7666666666666667,0.6666666666666667,0.75,12,full_enhanced (raw + zscore + interactions),66
sub-cp023,ML_Model (Random Forest),0.5833333333333334,0.5095238095238095,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp024,ML_Model (Random Forest),0.25,0.2261904761904762,0.0,0.25,12,full_enhanced (raw + zscore + interactions),66
sub-cp025,ML_Model (Random Forest),0.8333333333333334,0.8035714285714286,0.7777777777777778,0.8333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp026,ML_Model (Random Forest),0.5714285714285714,0.4,0.4,0.5,7,full_enhanced (raw + zscore + interactions),66
sub-cp027,ML_Model (Random Forest),0.45454545454545453,0.4095238095238095,0.27472527472527475,0.45833333333333326,11,full_enhanced (raw + zscore + interactions),66
sub-cp028,ML_Model (Random Forest),0.5454545454545454,0.55,0.40217391304347827,0.5833333333333333,11,full_enhanced (raw + zscore + interactions),66
sub-cp029,ML_Model (Random Forest),0.8333333333333334,0.8125,0.7777777777777778,0.8333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp030,ML_Model (Random Forest),0.7272727272727273,0.7059523809523809,0.6333333333333333,0.7083333333333333,11,full_enhanced (raw + zscore + interactions),66
sub-cp031,ML_Model (Random Forest),0.6666666666666666,0.6488095238095238,0.5596330275229358,0.7083333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp032,ML_Model (Random Forest),0.5,0.5047619047619047,0.33333333333333337,0.49999999999999994,12,full_enhanced (raw + zscore + interactions),66
sub-cp033,ML_Model (Random Forest),0.4166666666666667,0.4226190476190476,0.2222222222222222,0.41666666666666663,12,full_enhanced (raw + zscore + interactions),66
sub-cp035,ML_Model (Random Forest),0.5833333333333334,0.5571428571428572,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp036,ML_Model (Random Forest),0.3333333333333333,0.3142857142857143,0.11111111111111116,0.3333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp037,ML_Model (Random Forest),0.75,0.7428571428571429,0.6666666666666667,0.75,12,full_enhanced (raw + zscore + interactions),66
sub-cp038,ML_Model (Random Forest),0.5,0.475,0.33333333333333337,0.5,12,full_enhanced (raw + zscore + interactions),66
sub-cp039,ML_Model (Random Forest),0.16666666666666666,0.14285714285714285,-0.11111111111111116,0.16666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp042,ML_Model (Random Forest),0.5833333333333334,0.5089285714285714,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp043,ML_Model (Random Forest),0.5,0.4392857142857143,0.33333333333333337,0.5,12,full_enhanced (raw + zscore + interactions),66
sub-cp003,ML_Model (SVM RBF),0.4166666666666667,0.34469696969696967,0.2222222222222222,0.41666666666666663,12,full_enhanced (raw + zscore + interactions),66
sub-cp004,ML_Model (SVM RBF),0.8333333333333334,0.8035714285714286,0.7777777777777778,0.8333333333333334,12,full_enhanced (raw + zscore + interactions),66
sub-cp005,ML_Model (SVM RBF),0.3333333333333333,0.30833333333333335,0.11111111111111116,0.3333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp006,ML_Model (SVM RBF),0.6666666666666666,0.6571428571428571,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp008,ML_Model (SVM RBF),0.5833333333333334,0.5166666666666666,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp009,ML_Model (SVM RBF),0.375,0.24285714285714285,0.16666666666666663,0.375,8,full_enhanced (raw + zscore + interactions),66
sub-cp011,ML_Model (SVM RBF),0.5833333333333334,0.5761904761904761,0.4444444444444444,0.5833333333333334,12,full_enhanced (raw + zscore + interactions),66
sub-cp012,ML_Model (SVM RBF),1.0,1.0,1.0,1.0,12,full_enhanced (raw + zscore + interactions),66
sub-cp013,ML_Model (SVM RBF),0.25,0.25476190476190474,0.0,0.25,12,full_enhanced (raw + zscore + interactions),66
sub-cp014,ML_Model (SVM RBF),0.75,0.7476190476190476,0.6666666666666667,0.75,12,full_enhanced (raw + zscore + interactions),66
sub-cp015,ML_Model (SVM RBF),0.6666666666666666,0.6416666666666666,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp016,ML_Model (SVM RBF),0.8333333333333334,0.8035714285714286,0.7777777777777778,0.8333333333333334,12,full_enhanced (raw + zscore + interactions),66
sub-cp017,ML_Model (SVM RBF),0.6666666666666666,0.6607142857142857,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp018,ML_Model (SVM RBF),0.6666666666666666,0.6476190476190476,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp019,ML_Model (SVM RBF),0.5833333333333334,0.5833333333333333,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp020,ML_Model (SVM RBF),0.6666666666666666,0.6458333333333333,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp022,ML_Model (SVM RBF),0.8333333333333334,0.8285714285714286,0.7777777777777778,0.8333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp023,ML_Model (SVM RBF),0.5833333333333334,0.5928571428571429,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp024,ML_Model (SVM RBF),0.3333333333333333,0.29166666666666663,0.11111111111111116,0.3333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp025,ML_Model (SVM RBF),0.9166666666666666,0.9142857142857143,0.8888888888888888,0.9166666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp026,ML_Model (SVM RBF),0.42857142857142855,0.30000000000000004,0.2222222222222221,0.375,7,full_enhanced (raw + zscore + interactions),66
sub-cp027,ML_Model (SVM RBF),0.5454545454545454,0.45238095238095233,0.375,0.5,11,full_enhanced (raw + zscore + interactions),66
sub-cp028,ML_Model (SVM RBF),0.45454545454545453,0.4511904761904762,0.28260869565217384,0.45833333333333326,11,full_enhanced (raw + zscore + interactions),66
sub-cp029,ML_Model (SVM RBF),0.5833333333333334,0.5666666666666667,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp030,ML_Model (SVM RBF),0.2727272727272727,0.11538461538461539,0.011235955056179692,0.25,11,full_enhanced (raw + zscore + interactions),66
sub-cp031,ML_Model (SVM RBF),0.75,0.7202380952380952,0.6697247706422018,0.7708333333333334,12,full_enhanced (raw + zscore + interactions),66
sub-cp032,ML_Model (SVM RBF),0.5,0.4125,0.33333333333333337,0.5,12,full_enhanced (raw + zscore + interactions),66
sub-cp033,ML_Model (SVM RBF),0.5833333333333334,0.5833333333333333,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp035,ML_Model (SVM RBF),0.6666666666666666,0.6607142857142857,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp036,ML_Model (SVM RBF),0.16666666666666666,0.07692307692307693,-0.11111111111111116,0.16666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp037,ML_Model (SVM RBF),0.5833333333333334,0.5861111111111111,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp038,ML_Model (SVM RBF),0.5,0.4833333333333333,0.33333333333333337,0.5,12,full_enhanced (raw + zscore + interactions),66
sub-cp039,ML_Model (SVM RBF),0.25,0.18333333333333335,0.0,0.25,12,full_enhanced (raw + zscore + interactions),66
sub-cp042,ML_Model (SVM RBF),0.5833333333333334,0.5125,0.4444444444444444,0.5833333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp043,ML_Model (SVM RBF),0.4166666666666667,0.3857142857142857,0.2222222222222222,0.41666666666666663,12,full_enhanced (raw + zscore + interactions),66
sub-cp003,ML_Model (GBDT),0.6666666666666666,0.6267857142857143,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp004,ML_Model (GBDT),0.9166666666666666,0.9142857142857143,0.8888888888888888,0.9166666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp005,ML_Model (GBDT),0.6666666666666666,0.6666666666666666,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp006,ML_Model (GBDT),0.75,0.7541666666666667,0.6666666666666667,0.7499999999999999,12,full_enhanced (raw + zscore + interactions),66
sub-cp008,ML_Model (GBDT),0.6666666666666666,0.675,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp009,ML_Model (GBDT),0.375,0.3916666666666666,0.16666666666666663,0.375,8,full_enhanced (raw + zscore + interactions),66
sub-cp011,ML_Model (GBDT),0.5833333333333334,0.5773809523809523,0.4444444444444444,0.5833333333333334,12,full_enhanced (raw + zscore + interactions),66
sub-cp012,ML_Model (GBDT),1.0,1.0,1.0,1.0,12,full_enhanced (raw + zscore + interactions),66
sub-cp013,ML_Model (GBDT),0.16666666666666666,0.15476190476190477,-0.11111111111111116,0.16666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp014,ML_Model (GBDT),0.6666666666666666,0.625,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp015,ML_Model (GBDT),0.6666666666666666,0.6458333333333333,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp016,ML_Model (GBDT),0.5,0.4809523809523809,0.33333333333333337,0.49999999999999994,12,full_enhanced (raw + zscore + interactions),66
sub-cp017,ML_Model (GBDT),0.8333333333333334,0.8309523809523809,0.7777777777777778,0.8333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp018,ML_Model (GBDT),0.75,0.7476190476190476,0.6666666666666667,0.7499999999999999,12,full_enhanced (raw + zscore + interactions),66
sub-cp019,ML_Model (GBDT),0.8333333333333334,0.830952380952381,0.7777777777777778,0.8333333333333333,12,full_enhanced (raw + zscore + interactions),66
sub-cp020,ML_Model (GBDT),0.6666666666666666,0.6541666666666667,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp022,ML_Model (GBDT),0.6666666666666666,0.657142857142857,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp023,ML_Model (GBDT),0.4166666666666667,0.4375,0.2222222222222222,0.41666666666666663,12,full_enhanced (raw + zscore + interactions),66
sub-cp024,ML_Model (GBDT),0.4166666666666667,0.3928571428571428,0.2222222222222222,0.41666666666666663,12,full_enhanced (raw + zscore + interactions),66
sub-cp025,ML_Model (GBDT),0.75,0.7202380952380952,0.6666666666666667,0.75,12,full_enhanced (raw + zscore + interactions),66
sub-cp026,ML_Model (GBDT),0.5714285714285714,0.5416666666666666,0.43243243243243235,0.5,7,full_enhanced (raw + zscore + interactions),66
sub-cp027,ML_Model (GBDT),0.7272727272727273,0.7333333333333333,0.6373626373626373,0.7499999999999999,11,full_enhanced (raw + zscore + interactions),66
sub-cp028,ML_Model (GBDT),0.5454545454545454,0.5345238095238095,0.38888888888888884,0.5416666666666666,11,full_enhanced (raw + zscore + interactions),66
sub-cp029,ML_Model (GBDT),0.75,0.7541666666666667,0.6666666666666667,0.7499999999999999,12,full_enhanced (raw + zscore + interactions),66
sub-cp030,ML_Model (GBDT),0.8181818181818182,0.7916666666666666,0.7555555555555555,0.7916666666666666,11,full_enhanced (raw + zscore + interactions),66
sub-cp031,ML_Model (GBDT),0.5,0.4916666666666667,0.3271028037383177,0.5,12,full_enhanced (raw + zscore + interactions),66
sub-cp032,ML_Model (GBDT),0.6666666666666666,0.6553571428571427,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp033,ML_Model (GBDT),0.5,0.5,0.33333333333333337,0.5,12,full_enhanced (raw + zscore + interactions),66
sub-cp035,ML_Model (GBDT),0.6666666666666666,0.6595238095238095,0.5555555555555556,0.6666666666666666,12,full_enhanced (raw + zscore + interactions),66
sub-cp036,ML_Model (GBDT),0.5,0.4392857142857143,0.33333333333333337,0.5,12,full_enhanced (raw + zscore + interactions),66
