Feature,VIF,Round
overall_gaze_entropy_RZ,27.170131639890176,7
pupil_diam_skew_R,13.631873779030233,7
pupil_diam_kurt_L,25.081181897333497,7
psd_max_RZ,25.031036949954743,7
fix_density_kurt,17.15146957498053,7
fix_density_skew,27.3457533002739,7
psd_max_LZ,15.066911687165385,7
pupil_diam_stdev_R,9.973707601217734,7
pupil_diam_std_mm,4.902414958006931,7
pupil_diam_skew_L,24.45841951881747,7
fix_density_mean,27.44128118960779,7
pupil_diam_skew,1.7190076995247634,7
fix_dur_stdev,2.324597910522103,7
fix_dur_kurt,21.071200423877553,7
emg_extensor_rms_mV,3.001123109106655,7
fix_density_stdev,20.801201886871038,7
eyes_closed_fraction_R,6.137010535792341,7
emg_flexor_rms_mV,5.57758428827771,7
eyes_closed_fraction_L,10.520258301220643,7
delta_HR,1.6254370918276662,8
delta_HRV_RMSSD,1.5495294196800626,8
delta_HRV_LF_HF,1.434858913885188,8
delta_EDA_tonic,1.3938610388974255,8
delta_EMG_flexor,5.440981307214179,8
delta_pupil_diam,1.7468489455595997,8
overall_gaze_entropy_LY,7.755833780821761,8
gaze_entropy_y,1.9766010106984104,8
psd_max_LY,12.143361604650016,8
pupil_diam_kurt,1.4037277815610254,8
psd_max_RY,8.516137969493343,8
fix_dur_skew,23.4120419627876,8
overall_gaze_entropy_RZ,25.256016381585344,8
pupil_diam_skew_R,13.516596189869976,8
pupil_diam_kurt_L,24.754787705780707,8
psd_max_RZ,24.662434483662107,8
fix_density_kurt,14.717164062828013,8
fix_density_skew,24.14633432051239,8
psd_max_LZ,12.27132360575517,8
pupil_diam_stdev_R,9.968396515201473,8
pupil_diam_std_mm,4.8998881235198715,8
pupil_diam_skew_L,24.456975695191765,8
pupil_diam_skew,1.6907678124820444,8
fix_dur_stdev,2.299311166984667,8
fix_dur_kurt,21.02693446567588,8
emg_extensor_rms_mV,2.9589590490049416,8
fix_density_stdev,5.643277871067446,8
eyes_closed_fraction_R,6.025012173281106,8
emg_flexor_rms_mV,5.5675579609876005,8
eyes_closed_fraction_L,10.380138309598912,8
delta_HR,1.5956855486140695,9
delta_HRV_RMSSD,1.5490169793431299,9
delta_HRV_LF_HF,1.4271541980132558,9
delta_EDA_tonic,1.3812035151527544,9
delta_EMG_flexor,5.359820115591441,9
delta_pupil_diam,1.7401349337704335,9
overall_gaze_entropy_LY,7.750778274913193,9
gaze_entropy_y,1.9665478655814141,9
psd_max_LY,11.942693962072228,9
pupil_diam_kurt,1.378749212791375,9
psd_max_RY,8.340795502198194,9
fix_dur_skew,23.1679015426448,9
pupil_diam_skew_R,12.698117124266302,9
pupil_diam_kurt_L,9.480121855210209,9
psd_max_RZ,13.116694741760055,9
fix_density_kurt,13.824632566973506,9
fix_density_skew,22.328373869680604,9
psd_max_LZ,12.239016127701197,9
pupil_diam_stdev_R,9.9274507396202,9
pupil_diam_std_mm,4.872943945093786,9
pupil_diam_skew_L,16.992930784897272,9
pupil_diam_skew,1.6165027690072147,9
fix_dur_stdev,2.2401375184355543,9
fix_dur_kurt,20.960473257565244,9
emg_extensor_rms_mV,2.8661134608520564,9
fix_density_stdev,5.616399463725371,9
eyes_closed_fraction_R,6.004294501217669,9
emg_flexor_rms_mV,5.558381515482251,9
eyes_closed_fraction_L,9.89397065117137,9
delta_HR,1.5939924259451133,10
delta_HRV_RMSSD,1.5465066447315348,10
delta_HRV_LF_HF,1.3548474262260217,10
delta_EDA_tonic,1.3787421218193692,10
delta_EMG_flexor,5.35280928637137,10
delta_pupil_diam,1.6794073024010143,10
overall_gaze_entropy_LY,7.661941797600455,10
gaze_entropy_y,1.9618729513239632,10
psd_max_LY,11.823066307800048,10
pupil_diam_kurt,1.3783566875891005,10
psd_max_RY,7.96070712688342,10
pupil_diam_skew_R,12.588330189209058,10
pupil_diam_kurt_L,9.38693684786499,10
psd_max_RZ,12.904091727021216,10
fix_density_kurt,13.818611440752159,10
fix_density_skew,22.327008633797902,10
psd_max_LZ,12.089652670623392,10
pupil_diam_stdev_R,9.925651170721888,10
pupil_diam_std_mm,4.7999771283396635,10
pupil_diam_skew_L,16.99197241833944,10
pupil_diam_skew,1.6009532732436749,10
fix_dur_stdev,2.2026010734467127,10
fix_dur_kurt,1.8940520767487472,10
emg_extensor_rms_mV,2.8391200036275683,10
fix_density_stdev,5.5477396603414775,10
eyes_closed_fraction_R,5.924925588062828,10
emg_flexor_rms_mV,5.557790193201986,10
eyes_closed_fraction_L,9.83118422338506,10
delta_HR,1.5841675506693684,11
delta_HRV_RMSSD,1.5435133293432317,11
delta_HRV_LF_HF,1.347727073761848,11
delta_EDA_tonic,1.377034368954305,11
delta_EMG_flexor,5.340358538439922,11
delta_pupil_diam,1.6251350113819194,11
overall_gaze_entropy_LY,7.661123236076791,11
gaze_entropy_y,1.952001621186482,11
psd_max_LY,11.761418351384421,11
pupil_diam_kurt,1.3755935785090088,11
psd_max_RY,7.804935651165439,11
pupil_diam_skew_R,12.228310941388523,11
pupil_diam_kurt_L,8.30039570092992,11
psd_max_RZ,12.89688911962739,11
fix_density_kurt,1.526881832881451,11
psd_max_LZ,11.820678878657038,11
pupil_diam_stdev_R,9.925596603661472,11
pupil_diam_std_mm,4.778597490576436,11
pupil_diam_skew_L,16.895757764627497,11
pupil_diam_skew,1.5992726287201404,11
fix_dur_stdev,2.2024653203312203,11
fix_dur_kurt,1.8906433026779448,11
emg_extensor_rms_mV,2.8069711053874706,11
fix_density_stdev,4.413126529768323,11
eyes_closed_fraction_R,5.884353306895983,11
emg_flexor_rms_mV,5.488061025653145,11
eyes_closed_fraction_L,9.590549983335794,11
delta_HR,1.5085089485964815,12
delta_HRV_RMSSD,1.5394932181723824,12
delta_HRV_LF_HF,1.322866509415099,12
delta_EDA_tonic,1.3645300970530394,12
delta_EMG_flexor,5.338169286535304,12
delta_pupil_diam,1.6203191144962088,12
overall_gaze_entropy_LY,7.097962806293613,12
gaze_entropy_y,1.9332812272377533,12
psd_max_LY,10.25824517377788,12
pupil_diam_kurt,1.3715448917571857,12
psd_max_RY,7.467839920133817,12
pupil_diam_skew_R,7.302748545541701,12
pupil_diam_kurt_L,6.780748349217897,12
psd_max_RZ,12.87286405657128,12
fix_density_kurt,1.5240204300354716,12
psd_max_LZ,11.181742077540232,12
pupil_diam_stdev_R,8.858895288780154,12
pupil_diam_std_mm,4.274060582601885,12
pupil_diam_skew,1.5820978104793242,12
fix_dur_stdev,2.2018143315894374,12
fix_dur_kurt,1.8889051604784617,12
emg_extensor_rms_mV,2.7910743825707667,12
fix_density_stdev,4.3465109731807985,12
eyes_closed_fraction_R,5.873838252029896,12
emg_flexor_rms_mV,5.482492748071592,12
eyes_closed_fraction_L,8.868512043113908,12
delta_HR,1.505759018045976,13
delta_HRV_RMSSD,1.5366570864689635,13
delta_HRV_LF_HF,1.3039619028277103,13
delta_EDA_tonic,1.3319236814817055,13
delta_EMG_flexor,5.252270899354101,13
delta_pupil_diam,1.5943952629919382,13
overall_gaze_entropy_LY,7.064206852146281,13
gaze_entropy_y,1.9327898375360246,13
psd_max_LY,10.2442529060692,13
pupil_diam_kurt,1.3715257878728881,13
psd_max_RY,7.456279466617333,13
pupil_diam_skew_R,6.4853299539094635,13
pupil_diam_kurt_L,6.526856696112207,13
fix_density_kurt,1.5239868277915358,13
psd_max_LZ,5.651680615225554,13
pupil_diam_stdev_R,5.952928938006602,13
pupil_diam_std_mm,3.0719165526848218,13
pupil_diam_skew,1.5645871516262686,13
fix_dur_stdev,2.1233588660364533,13
fix_dur_kurt,1.8393995015543392,13
emg_extensor_rms_mV,2.7860518207633693,13
fix_density_stdev,4.336989844668939,13
eyes_closed_fraction_R,4.751431350177552,13
emg_flexor_rms_mV,5.4819648292311705,13
eyes_closed_fraction_L,6.448116092299962,13
delta_HR,1.449228891236542,14
delta_HRV_RMSSD,1.534979531527002,14
delta_HRV_LF_HF,1.2923534973454711,14
delta_EDA_tonic,1.3236065346639654,14
delta_EMG_flexor,5.2521908353060125,14
delta_pupil_diam,1.5663082820389338,14
overall_gaze_entropy_LY,4.992271475118665,14
gaze_entropy_y,1.932474328094736,14
pupil_diam_kurt,1.3714114232225576,14
psd_max_RY,4.84456322557144,14
pupil_diam_skew_R,6.214014996514322,14
pupil_diam_kurt_L,6.037661463774137,14
fix_density_kurt,1.5224733539163766,14
psd_max_LZ,5.632793608298191,14
pupil_diam_stdev_R,5.9513600539596965,14
pupil_diam_std_mm,2.990124879127504,14
pupil_diam_skew,1.5585807573833421,14
fix_dur_stdev,2.1173810066737553,14
fix_dur_kurt,1.8171786767033442,14
emg_extensor_rms_mV,2.7829780557230817,14
fix_density_stdev,4.336538560138168,14
eyes_closed_fraction_R,4.640732723045257,14
emg_flexor_rms_mV,5.467245063768842,14
eyes_closed_fraction_L,6.269080601339662,14
